#V3.30.08.02-trans;_2017_09_26;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_11.6
#_user_support_available_at:NMFS.Stock.Synthesis@noaa.gov
#_user_info_available_at:https://vlab.ncep.noaa.gov/group/stock-synthesis
#_Start_time: Tue Sep 26 16:18:20 2017
#_Number_of_datafiles: 1
#C data file created using the SS_writedat function in the R package r4ss
#C should work with SS version: 
#C file write time: 2015-04-27 21:23:15
#_observed data: 
#V3.30.08.02-trans;_2017_09_26;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_11.6
1876 #_StartYr
2014 #_EndYr
1 #_Nseas
 12 #_months/season
2 #_Nsubseasons (even number, minimum is 2)
1 #_spawn_month
2 #_Ngenders
40 #_Nages=accumulator age
1 #_Nareas
7 #_Nfleets (including surveys)
#_fleet_type: 1=catch fleet; 2=bycatch only fleet; 3=survey; 4=ignore 
#_survey_timing: -1=for use of catch-at-age to override the month value associated with a datum 
#_fleet_area:  area the fleet/survey operates in 
#_units of catch:  1=bio; 2=num (ignored for surveys; their units read later)
#_catch_mult: 0=no; 1=yes
#_rows are fleets
#_fleet_type timing area units need_catch_mult fleetname
 1 0.16 1 1 0 WinterN  # 1
 1 0.67 1 1 0 SummerN  # 2
 1 0.16 1 1 0 WinterS  # 3
 1 0.67 1 1 0 SummerS  # 4
 3 0.73 1 2 0 TriEarly  # 5
 3 0.67 1 2 0 TriLate  # 6
 3 0.67 1 2 0 NWFSC  # 7
#_Catch data: yr, seas, fleet, catch, catch_se
#_catch_se:  standard error of log(catch)
#_NOTE:  catch data is ignored for survey fleets
 1975 9.04 4 3 2 19 0 0 0 0 0 0 0 8.06867 42.2897 64.8849 218.451 299.57 217.87 162.115 126.592 119.145 84.1401 69.7875 66.7286 29.3467 22.3971 22.6292 0 0 0 0 0 0 0 0 0 0 0 7.12884 56.153 158.379 280.463 254.281 129.033 60.9431 34.1046 17.2198 14.1203 12.9823 10.1373 5.06867 10.1373 0 0 0 0 0
 1976 9.04 4 3 2 26 0 0 0 0 33.2785 33.2785 0 66.5569 366.063 1064.91 2861.95 3427.68 2828.67 2229.66 1364.42 1131.47 931.797 765.404 865.24 765.404 565.734 366.063 133.114 166.392 0 0 0 0 0 0 0 0 66.5569 166.392 865.24 3460.96 6223.07 5124.88 3094.9 1630.64 665.569 366.063 33.2785 0 33.2785 0 0 66.5569 0 0 0 0
 1977 9.04 4 3 2 38 0 0 0 1 0 0 7.08571 56.2857 91.2914 361.07 437.322 474.817 402.774 285.929 202 239.603 159.661 155.38 93.8799 61.1043 71.6255 27.8937 12.9074 17.3673 0 1.6 0 0 0 0 0 0 5 18.2 74.72 274.095 439.71 579.152 400.07 229.899 68.3373 37.2661 12.7153 1.08571 0 0 0 0 0 0 0 0
 1978 9.04 4 3 2 33 0 0 0 0 0 0 0 43.4276 252.899 1060.52 1892.01 2608.2 2316.18 2356.25 3439.82 2022.73 2222.72 2149.98 695.888 730.456 707.707 471.515 437.206 84.5539 0 0 0 0 0 0 0 0 3.39499 157.625 321.757 1326.76 2917.93 3789.68 1512.32 1430.31 312.789 26.9042 0 0 0 0 0 0 0 0 0 0
 1979 9.04 4 3 2 13 0 0 0 0 0 0 26.6071 83.2262 607.012 1031.21 997.813 788.876 867.407 230.036 358.333 269.536 204.012 109.274 55.4524 75.5714 46.7262 86.5357 33.0119 28.8452 0 0 0 0 0 0 20 0 13.3929 69.7619 338.357 772.277 1421.41 1198.28 489.109 356.381 194.393 45.869 38.1905 45.869 45.869 6.90476 161.869 0 0 0 0 0
 1980 9.04 4 3 2 81 0 0 0 0 0 4.00576 0 226.991 1016.88 2016.16 1861.66 1487.98 1063.59 1075.79 714.238 698.953 412.263 306.552 190.066 131.007 101.965 79.0346 56.0288 3.51585 2.93084 2 0 0 0 0 0 0 14.3804 227.13 1288.81 2444.68 1798.28 1519.58 762.037 298.383 177.3 38.072 17.2104 0 5.49568 1.72911 0 0 0 0 0 0
 1981 9.04 4 3 2 65 0 0 0 0 0 0 6.61289 28.1822 323.053 731.365 800.84 1073.11 847.142 697.618 621.672 465.776 336.874 157.92 93.6041 94.4884 81.1259 43.2872 39.4404 0 1 0 0 0 0 0 0 0 1 144.804 594.875 1115.89 924.432 1126.67 757.46 324.45 168.736 59.3789 39.9566 16.6069 0 6.26093 0 0 0 0 0 0
 1982 9.04 4 3 2 34 0 0 0 0 0 0 5.8917 20.1043 172.838 250.293 394.607 599.648 472.844 282.568 262.241 231.844 115.526 155.161 51.155 61.3677 36.18 13.1965 12.6859 25.17 5.58876 1.01083 0 0 0 0 0 0 1 19.5855 75.9774 467.254 1155.38 617.339 325.258 68.3031 30.8355 26.1516 3.63177 0 0 0 0 0 0 0 0 0
 1983 9.04 4 3 2 33 0 0 0 0 0 1 0 18.5203 53.6592 142.762 344.991 399.97 347.632 268.436 168.176 120.989 116.481 39.4346 27.459 44.5167 11.1749 25.3968 6 2.58341 0 0 0 0 0 0 0 0 1 13.3327 88.0198 248.544 325.699 230.449 96.3841 47.541 69.1551 19.7764 6.59062 6.59062 3.79531 1 1 3.83228 0 3.83228 0 0
 1984 9.04 4 3 2 19 0 0 0 0 0 0 0 16.666 41.5608 87.3744 162.534 206.882 221.763 175.199 122.543 56.4079 23.1602 33.5549 32.5341 30.9614 0 14.6083 12.0772 0 0 0 0 0 0 0 1 0 2 23.9636 86.5015 291.675 372.626 278.13 184.697 194.519 85.6231 34.8309 29.9822 0 0 0 0 0 0 0 0 0
 1985 9.04 4 3 2 34 0 0 0 0 0 0 85.8516 174.262 668.065 1277.94 1594.1 1565.81 1307.05 1007.81 934.345 501.011 559.001 183.841 63.4969 88.6809 180.022 97.5095 0 2.97045 0 0 0 0 0 0 0 0 6.76692 180.892 374.406 1015.43 1540.94 1296.83 695.062 328.161 263.626 35.0376 94.6015 0 0 0 0 0 0 0 0 0
 1986 9.04 4 3 2 32 0 0 0 0 0 0 7.22601 467.345 1460.64 1349.59 1549.71 1674.28 661.939 538.506 176.36 125.633 90.1108 80.9474 56.0582 41.0083 40.9247 17.2303 0 0 0 0 0 0 0 0 0 0 100.932 709.059 1822.5 2241.38 987.309 582.016 249.067 24.562 17.856 0 0 0 0 0 0 0 0 0 0 0
 1987 9.04 4 3 2 29 0 0 0 0 0 0 74.5476 234.467 1346.3 939.684 2972.48 1798.53 3287.84 2148.31 1133.04 418.213 540.828 91.3501 123.113 303.567 19.7234 13.7143 5.47619 115.341 0 0 0 0 0 0 0 0 74.5476 1502.8 2574.4 3185.4 2784.81 1389.62 498.123 226.795 167.34 124.812 0 0 0 0 0 0 0 0 0 0
 1988 9.04 4 3 2 12 0 0 0 0 0 0 0 133.944 679.369 518.32 951.441 722.953 892.939 286.968 278.583 389.314 231.592 351.249 159.878 33.0846 106.3 0 0 0 0 0 0 0 0 0 0 0 0 66.9718 941.613 1979.55 885.747 235.36 192.397 126.704 60.624 0 0 0 60.624 0 0 0 0 0 0 0
 1989 9.04 4 3 2 18 0 0 0 0 0 0 0 47.4462 142.339 357.493 1679.19 1195.69 1379.28 784.105 424.344 100.503 183.298 107.107 55.457 26.7931 13.3966 26.7931 26.7931 0 0 0 0 0 0 0 0 0 0 38.208 248.979 428.876 708.449 417.863 203.975 133.25 13.3966 82.2501 13.3966 0 0 0 0 0 0 0 0 0
 1990 9.04 4 3 2 2 0 0 0 0 0 0 0 0 0 0 167.681 391.256 335.362 167.681 223.575 0 55.8937 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 55.8937 558.937 111.787 55.8937 0 0 0 0 0 0 0 0 0 0 0 0 0
 1991 9.04 4 3 2 2 0 0 0 0 0 0 0 0 0 0 26 15.6 31.2 20.8 10.4 5.2 0 5.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.2 41.6 41.6 5.2 0 0 0 5.2 0 0 0 0 0 0 0 0 0
 2001 9.04 4 3 2 9 0 0 0 0 0 231.333 175.867 756.21 1407.49 1172.42 810.32 446.112 712.253 387.872 371.289 153.713 154.913 69.8409 54.7407 47.1253 1.69388 0 0 0 0 0 0 0 0 0 0 0 0 343.448 494.916 255.119 424.469 183.945 124.768 33.1987 0 0 0 22.7157 0 0 0 0 0 0 0 0
 2002 9.04 4 3 2 10 0 0 0 0 0 0 38.68 386.881 18.3956 1144.45 648.303 590.203 938.711 20.9566 70.0814 78.9682 40.3362 0 14.4231 35.6882 0 21.2651 0 0 0 0 0 0 0 0 0 0 38.68 236.956 1876.23 3017.93 840.674 141.296 120.54 51.3451 13.7451 0 0 0 0 0 0 0 0 0 0 0
 2003 9.04 4 3 2 30 0 0 0 0 0 137.168 0 363.733 817.303 354.871 158.723 300.831 182.449 254.128 275.93 213.908 37.1 20.1133 8.33333 141.502 277.337 0 0 0 0 0 0 0 0 0 0 0 692.083 552.947 1629.52 1728.84 600.729 785.808 1412.28 19.6 137.168 0 0 0 0 0 0 0 0 0 0 0
 2004 9.04 4 3 2 15 0 0 0 0 0 0 0 8.8 23.8667 173.195 80.6291 835.875 1717.29 1634.22 1073.04 887.034 827.986 132 102.346 146.581 223.294 0 0 0 0 0 0 0 0 0 0 260 7.86154 140.667 527.358 3349.55 5741.1 2978.3 976.887 575.392 346.864 0 0 0 0 0 68.5842 0 0 0 0 0
 2005 9.04 4 3 2 36 0 0 0 0 0 0 14.25 0 455.183 600.606 2277.62 2109.44 4531.69 6268.66 5555.39 3806.5 1709.19 1077.4 913.73 491.535 503.249 77.2727 0 0 0 0 0 0 0 0 0 0 0 153.98 624.938 5972.75 8284.21 9259.24 3384.71 1037.75 1451.33 576.619 403.129 255.774 182.683 185.969 0 0 0 0 0 0
 2006 9.04 4 3 2 47 0 0 0 0 0 0 0 2.8 2.8 68.1993 597.66 3501.36 4374.18 4751.68 4641.26 3541.13 2310 1270.98 830.482 14.9231 126.464 187.964 0 57.88 0 0 0 0 0 0 0 0 38.04 171.278 1009.39 3490.88 6022.55 6244.16 2942.83 660.645 584.207 6.83656 0 0 0 0 68.5842 68.5842 0 0 0 0
 2007 9.04 4 3 2 103 0 0 0 0 0 4.52 0 36.195 679.116 1524.99 3380.62 5044.3 7679.24 6838.19 6742.49 6077.06 5901.35 4948.51 2535.35 1210.07 914.069 81.9231 13.22 0 0 0 0 13.8298 0 0 0 42.9167 84.2159 724.001 4704.32 10232.9 12758.2 13231.3 8929.4 2823.31 1208.08 643.452 176.543 282.403 0 23.9166 137.168 0 0 0 0 0
 2008 9.04 4 3 2 97 0 0 0 5.30435 0 0 0 2.03003 59.0583 204.469 1496.7 2133.25 4316.85 4620.48 7376.86 5625.42 4230.37 3916.62 3435.71 2108.05 504 233.002 0.5 0 0 0 0 0 0 14.7724 0 1 2 196.577 1387.55 6217.79 7800.73 9206.38 8324.82 4249.87 3445.24 1617.84 1755.05 1549.42 681.899 786.672 391.558 0 0.5 0 0 0
 2009 9.04 4 3 2 62 0 0 0 0 1.875 1.6875 0 0 43.1426 181.756 979.225 2217.77 3360.2 3136.05 5204.09 6356.05 5258 5503.25 3911.02 1569.16 738.372 398.526 0 0 0 0 0 0 0 0 1.875 1.6875 19.213 178.139 1291.86 2543.82 5644.59 4585.23 3227.81 1549.5 91.1073 338.693 0 0 0 0 0 114.234 0 0 0 0
 2010 9.04 4 3 2 52 0 0 0 0 6 0 0 91.0496 161.353 323.967 585.268 1517.02 1358.41 1968 1801.47 1832.67 1923.83 1654.82 1188.41 985.549 356.918 203.505 2.98 0 0 0 0 0 0 0 37.3846 16.3365 44.9904 313.66 991.483 1722.18 2101.79 1012.37 392.631 277.299 145.477 0 0 0 0 0 0 1.24 2.98 0 0 0
 2011 9.04 4 3 2 23 0 0 0 0 0 0.5 0 4.63 0 7.37877 162.438 209.028 3.37662 266.537 180.234 18.135 299.81 173.654 529.96 343.548 102.81 3.80769 0 0 0 0 0 0 0 0 0 0.5 0 4.63 322.243 3332.33 2664.71 1472.49 1139.77 312.789 123.003 2.95833 4.02 0 1.0816 0 0 0 0 0 0 0
 2012 9.04 4 3 2 40 0 0 0 0 0 0 0 0 142.358 328.795 814.95 1734.42 3161.33 2224.91 2061.61 1165.18 927.051 1005.4 748.849 1008.53 418.941 50.9444 1 0 0 0 0 0 0 0 0 0 0 392.359 2234.95 4753.36 7354.92 4826.77 3064.25 1114.8 351.264 14.7471 0 0 0 0 0 39.2385 0 0 0 0
 2013 9.04 4 3 2 43 0 0 0 0 0 0 31.6957 0 147.115 1087.05 3113.61 5643.77 9020.39 7208.02 5298.11 2284.65 2011.8 1649.09 1194.14 631.804 566.415 266.268 258.2 0 0 0 0 0 0 0 17.52 0 323.665 1224.1 5952.24 20474.7 20802.4 17972.2 6317.91 1855.76 366.735 0 0 0 0 0 129.714 0 0 0 0 0
 1987 2.92 1 3 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333 0.666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1986 9.04 2 3 1 1 0 0 0 0 0 0 0.5 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1987 9.04 2 3 1 4 0 0 0 0 0 0.1 0.25 0.4 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.222222 0.222222 0.222222 0.222222 0.111111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2006 2.92 1 0 1 9 0 0 0 0 0 0 0.0758957 0.23168 0.291933 0.143609 0.0544012 0.106567 0.0959144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0758957 0.23168 0.291933 0.143609 0.0544012 0.106567 0.0959144 0 0 0 0 0 0 0 0 0 0 0 0 0
 2007 2.92 1 0 1 11 0 0 0 0 0 0 0.0564152 0.0537029 0.00271227 0.184977 0.486039 0.162994 0.0450237 0.00813681 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0564152 0.0537029 0.00271227 0.184977 0.486039 0.162994 0.0450237 0.00813681 0 0 0 0 0 0 0 0 0 0 0 0
 2008 2.92 1 0 1 13 0 0 0 0 0 0.00100378 0 0.0172525 0.0723284 0.247525 0.148638 0.154501 0.271422 0 0 0.00301134 0.0843174 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00100378 0 0.0172525 0.0723284 0.247525 0.148638 0.154501 0.271422 0 0 0.00301134 0.0843174 0 0 0 0 0 0 0 0 0
 2009 2.92 1 0 1 16 0 0 0 0 0 0 0 0.00452579 0.0396064 0.0829811 0.0694766 0.227647 0.211425 0.133964 0.112251 0.0604193 0.0577039 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00452579 0.0396064 0.0829811 0.0694766 0.227647 0.211425 0.133964 0.112251 0.0604193 0.0577039 0 0 0 0 0 0 0 0 0
 2010 2.92 1 0 1 24 0 0 0 0 0 0 0.00279081 0.00127072 0.02275 0.0605669 0.148695 0.202239 0.175171 0.141631 0.102283 0.125284 0.0134451 0.00114775 0.00141419 0 0.00131171 0 0 0 0 0 0 0 0 0 0 0 0.00279081 0.00127072 0.02275 0.0605669 0.148695 0.202239 0.175171 0.141631 0.102283 0.125284 0.0134451 0.00114775 0.00141419 0 0.00131171 0 0 0 0 0
 2011 2.92 1 0 1 5 0 0 0 0 0 0 0.0600402 0.301406 0.308434 0.118072 0.0200803 0.097992 0.00401606 0.048996 0.00401606 0.0369478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0600402 0.301406 0.308434 0.118072 0.0200803 0.097992 0.00401606 0.048996 0.00401606 0.0369478 0 0 0 0 0 0 0 0 0 0
 2012 2.92 1 0 1 11 0 0 0.0268456 0.00406752 0.00660972 0.0106772 0.0228798 0.205918 0.358959 0.346248 0.0076266 0.0101688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0268456 0.00406752 0.00660972 0.0106772 0.0228798 0.205918 0.358959 0.346248 0.0076266 0.0101688 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2013 2.92 1 0 1 10 0 0 0 0 0 0.0244448 0.0785724 0.303324 0.249686 0.149811 0.15924 0.0174605 0.0104763 0 0.00698422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0244448 0.0785724 0.303324 0.249686 0.149811 0.15924 0.0174605 0.0104763 0 0.00698422 0 0 0 0 0 0 0 0 0 0 0
 2014 2.92 1 0 1 10 0 0 0 0 0 0 0.0858979 0.306778 0.0184067 0.0521523 0.0736268 0.0337456 0.239229 0.145988 0.0441761 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0858979 0.306778 0.0184067 0.0521523 0.0736268 0.0337456 0.239229 0.145988 0.0441761 0 0 0 0 0 0 0 0 0 0 0
 2006 9.04 2 0 1 72 0 0.00203761 0.0236732 0.0181448 0.0718142 0.0591606 0.0949545 0.134513 0.167979 0.250439 0.100223 0.045121 0.0210403 0.00149686 0.000882763 0.00852059 0 0 0 0 0 0 0 0 0 0 0 0.00203761 0.0236732 0.0181448 0.0718142 0.0591606 0.0949545 0.134513 0.167979 0.250439 0.100223 0.045121 0.0210403 0.00149686 0.000882763 0.00852059 0 0 0 0 0 0 0 0 0 0
 2007 9.04 2 0 1 53 0 0 0.0097619 0.00118418 0.0103408 0.0546237 0.0429187 0.116227 0.285179 0.328129 0.0728449 0.028089 0.0196551 0.00673517 0.0174481 0.00433215 0.000973279 0.000808142 0.00075093 0 0 0 0 0 0 0 0 0 0.0097619 0.00118418 0.0103408 0.0546237 0.0429187 0.116227 0.285179 0.328129 0.0728449 0.028089 0.0196551 0.00673517 0.0174481 0.00433215 0.000973279 0.000808142 0.00075093 0 0 0 0 0 0 0
 2008 9.04 2 0 1 41 0 0 0 0.013797 0.0124836 0.0468559 0.0961938 0.13735 0.215752 0.218459 0.178808 0.0656955 0.0120776 0 0.00252702 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.013797 0.0124836 0.0468559 0.0961938 0.13735 0.215752 0.218459 0.178808 0.0656955 0.0120776 0 0.00252702 0 0 0 0 0 0 0 0 0 0 0
 2009 9.04 2 0 1 100 0.00145755 0.000113216 0.00240771 0.00717756 0.0314842 0.0454814 0.0518372 0.139084 0.287063 0.192599 0.142015 0.0765156 0.0176107 0.000644929 0.00255607 0.000230476 0.00126155 0 0.000230476 0 0.000230476 0 0 0 0 0 0.00145755 0.000113216 0.00240771 0.00717756 0.0314842 0.0454814 0.0518372 0.139084 0.287063 0.192599 0.142015 0.0765156 0.0176107 0.000644929 0.00255607 0.000230476 0.00126155 0 0.000230476 0 0.000230476 0 0 0 0 0
 2010 9.04 2 0 1 71 0 0.000348188 0.0107127 0.0329158 0.0428739 0.0605498 0.0527492 0.102124 0.201537 0.208398 0.165647 0.0888543 0.0107772 0.0119847 0.00990343 0.000245208 0 0 0 0 0 0.000378958 0 0 0 0 0 0.000348188 0.0107127 0.0329158 0.0428739 0.0605498 0.0527492 0.102124 0.201537 0.208398 0.165647 0.0888543 0.0107772 0.0119847 0.00990343 0.000245208 0 0 0 0 0 0.000378958 0 0 0 0
 2011 9.04 2 0 1 165 0.0150728 0.00599875 0.0029062 0.00976443 0.0175047 0.0298145 0.120804 0.190121 0.249308 0.198316 0.107226 0.0394981 0.00639883 0.00290075 0.00145937 0.00102585 0.00117972 0.000410338 0.000136779 0 6.84e-05 0 0 0 8.55e-05 0 0.0150728 0.00599875 0.0029062 0.00976443 0.0175047 0.0298145 0.120804 0.190121 0.249308 0.198316 0.107226 0.0394981 0.00639883 0.00290075 0.00145937 0.00102585 0.00117972 0.000410338 0.000136779 0 6.84e-05 0 0 0 8.55e-05 0
 2012 9.04 2 0 1 122 0 0.00288269 0.00375052 0.00836836 0.0211739 0.0726364 0.145157 0.220831 0.230147 0.124928 0.0851684 0.0752943 0.00378423 0.00212214 0.000111301 0.000111301 0.000194776 0 0 0 0 0.000667805 0.000667805 0.00133561 0 0.000667805 0 0.00288269 0.00375052 0.00836836 0.0211739 0.0726364 0.145157 0.220831 0.230147 0.124928 0.0851684 0.0752943 0.00378423 0.00212214 0.000111301 0.000111301 0.000194776 0 0 0 0 0.000667805 0.000667805 0.00133561 0 0.000667805
 2013 9.04 2 0 1 129 0.00186722 0 0.0020767 0.01109 0.0243153 0.062971 0.0765033 0.173629 0.191527 0.214518 0.158874 0.0556886 0.020494 0.00490718 0.00138447 0 0 0 7.69e-05 7.69e-05 0 0 0 0 0 0 0.00186722 0 0.0020767 0.01109 0.0243153 0.062971 0.0765033 0.173629 0.191527 0.214518 0.158874 0.0556886 0.020494 0.00490718 0.00138447 0 0 0 7.69e-05 7.69e-05 0 0 0 0 0 0
 2006 2.92 3 0 1 2 0 0 0 0 0 0.0008 0 0 0.59952 0.19984 0.19984 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0008 0 0 0.59952 0.19984 0.19984 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2007 2.92 3 0 1 15 0 0.000817351 0 0.00837785 0.000817351 0.031983 0.153533 0.0644618 0.318273 0.412366 0.00528359 0.00245205 0.000817351 0 0 0 0 0.000817351 0 0 0 0 0 0 0 0 0 0.000817351 0 0.00837785 0.000817351 0.031983 0.153533 0.0644618 0.318273 0.412366 0.00528359 0.00245205 0.000817351 0 0 0 0 0.000817351 0 0 0 0 0 0 0 0
 2008 2.92 3 0 1 11 0 0.000776548 0 0 0 0.0118424 0.0682586 0.0430596 0.169093 0.157484 0.324752 0.106853 0.106853 0.00528053 0.000776548 0.00419336 0 0.000776548 0 0 0 0 0 0 0 0 0 0.000776548 0 0 0 0.0118424 0.0682586 0.0430596 0.169093 0.157484 0.324752 0.106853 0.106853 0.00528053 0.000776548 0.00419336 0 0.000776548 0 0 0 0 0 0 0 0
 2009 2.92 3 0 1 13 0 0 0 0 0.00282689 0.00565377 0.00678453 0.244808 0.393637 0.245087 0.00565377 0.0582339 0.0339226 0 0.00339226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00282689 0.00565377 0.00678453 0.244808 0.393637 0.245087 0.00565377 0.0582339 0.0339226 0 0.00339226 0 0 0 0 0 0 0 0 0 0 0
 2010 2.92 3 0 1 5 0 0 0 0 0 0 0.00100475 0.00594171 0.172764 0.293361 0.426567 0.0024114 0 0 0 0 0 0.0195901 0.0391803 0 0.0195901 0.0195901 0 0 0 0 0 0 0 0 0 0 0.00100475 0.00594171 0.172764 0.293361 0.426567 0.0024114 0 0 0 0 0 0.0195901 0.0391803 0 0.0195901 0.0195901 0 0 0 0
 2012 2.92 3 0 1 1 0 0.026764 0 0.080292 0 0.0310546 0.159694 0.466211 0.180729 0.0379876 0 0.00230228 0.0057557 0 0 0.00460456 0.00230228 0 0 0 0.00230228 0 0 0 0 0 0 0.026764 0 0.080292 0 0.0310546 0.159694 0.466211 0.180729 0.0379876 0 0.00230228 0.0057557 0 0 0.00460456 0.00230228 0 0 0 0.00230228 0 0 0 0 0
 2014 2.92 3 0 1 6 0 0 0 0 0 0 0 0 0 0 0.25 0.5 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0.5 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0
 2006 9.04 4 0 1 62 0 0 0.00138187 0.00143945 0.00581537 0.0737707 0.0720567 0.0845189 0.226089 0.21472 0.166067 0.136188 0.0132309 0.00414561 0.00028789 0 0 0 0.00028789 0 0 0 0 0 0 0 0 0 0.00138187 0.00143945 0.00581537 0.0737707 0.0720567 0.0845189 0.226089 0.21472 0.166067 0.136188 0.0132309 0.00414561 0.00028789 0 0 0 0.00028789 0 0 0 0 0 0 0
 2007 9.04 4 0 1 33 0 0 0 0.00980427 0.0177203 0.0226587 0.0790151 0.162862 0.278538 0.232934 0.116145 0.0681946 0.00174298 0.00254185 0 0 0.00196085 0.00196085 0.00392171 0 0 0 0 0 0 0 0 0 0 0.00980427 0.0177203 0.0226587 0.0790151 0.162862 0.278538 0.232934 0.116145 0.0681946 0.00174298 0.00254185 0 0 0.00196085 0.00196085 0.00392171 0 0 0 0 0 0 0
 2008 9.04 4 0 1 43 0 0 0.000270227 0.000648544 0.00864725 0.0396292 0.153763 0.412528 0.274939 0.0945505 0.0129709 0.0017835 0.000270227 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000270227 0.000648544 0.00864725 0.0396292 0.153763 0.412528 0.274939 0.0945505 0.0129709 0.0017835 0.000270227 0 0 0 0 0 0 0 0 0 0 0 0 0
 2009 9.04 4 0 1 39 0 0 0.011902 0.0503189 0.00872811 0.00777595 0.161571 0.153827 0.232116 0.281323 0.0647891 0.027649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.011902 0.0503189 0.00872811 0.00777595 0.161571 0.153827 0.232116 0.281323 0.0647891 0.027649 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2010 9.04 4 0 1 30 0 0 0 0.0156351 0.0581111 0.125409 0.249621 0.304097 0.0996071 0.088415 0.0307466 0.023012 0 0.00267306 0.00267306 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0156351 0.0581111 0.125409 0.249621 0.304097 0.0996071 0.088415 0.0307466 0.023012 0 0.00267306 0.00267306 0 0 0 0 0 0 0 0 0 0 0
 2011 9.04 4 0 1 61 0 0.00032804 0 0.0008201 0.00108253 0.0128284 0.057556 0.135297 0.423364 0.32489 0.0384217 0.00213226 0.00049206 0.00065608 0.00049206 0.00065608 0.00016402 0.00049206 0 0 0.00016402 0 0 0.00016402 0 0 0 0.00032804 0 0.0008201 0.00108253 0.0128284 0.057556 0.135297 0.423364 0.32489 0.0384217 0.00213226 0.00049206 0.00065608 0.00049206 0.00065608 0.00016402 0.00049206 0 0 0.00016402 0 0 0.00016402 0 0
 2012 9.04 4 0 1 36 0 0.0410766 0.0410766 0.0205383 0.0129248 0.0325268 0.0854981 0.269514 0.237987 0.148902 0.107075 0.00225421 0 0.000626168 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0410766 0.0410766 0.0205383 0.0129248 0.0325268 0.0854981 0.269514 0.237987 0.148902 0.107075 0.00225421 0 0.000626168 0 0 0 0 0 0 0 0 0 0 0 0
 2013 9.04 4 0 1 53 0.000788299 0 0 0.00762023 0.0146624 0.0258562 0.096074 0.227717 0.138833 0.327104 0.130255 0.0216294 0.0055181 0.0039415 0 0 0 0 0 0 0 0 0 0 0 0 0.000788299 0 0 0.00762023 0.0146624 0.0258562 0.096074 0.227717 0.138833 0.327104 0.130255 0.0216294 0.0055181 0.0039415 0 0 0 0 0 0 0 0 0 0 0 0
 1986 9.76 5 3 0 108 0 0 0 0 1.6597 1.00413 0.835463 2.30378 4.05828 4.18247 4.7918 7.88288 7.35043 6.8278 5.98684 4.47838 3.43461 1.30906 1.23324 0.116674 0.160134 0.116674 0 0.779496 0.466696 0.350022 0 0 0.310924 0 1.74046 0.137343 1.67417 3.48254 6.4773 7.34266 6.51734 5.34576 4.04648 2.45578 0.892602 0.0899741 0.158105 0 0 0 0 0 0 0 0 0
 1989 9.76 5 3 0 423 0 0 0 0.105207 0.358828 0.502867 1.21694 3.25982 6.73005 6.18727 7.19491 6.63158 6.42161 5.17593 2.30248 1.90465 1.93413 1.89501 1.19903 0.200784 0.615793 1.05395 0.207786 0 0.114239 0 0 0 0.182808 0.246769 0.258443 0.789397 3.07919 4.48461 9.07296 10.0938 8.41034 4.13514 2.78885 0.812731 0.106529 0.325523 0 0 0 0 0 0 0 0 0 0
